Group.1,x
Af*Sal+longRunEmphasis*PAI.Saliva,0
Af*Sal+longRunEmphasis*TGFb1.Saliva,0
Af*Sal+longRunEmphasis*TIMP.Saliva,0
Af*Sal+longRunEmphasis*VE.Cadherin.Saliva,0
Af*Sal+longRunEmphasis*VEGF.Saliva,0
Af*JS+longRunEmphasis*JS,0
Af*Af+GLNonUnif*shortRhighGLE,0
Af*Af+GLNonUnif*LongRhighGLE,0
Af*Af+GLNonUnif*TbN,0
Af*Ser+GLNonUnif*Angiogenin.m,0
Af*Ser+GLNonUnif*BDNF.m,0
Af*Ser+GLNonUnif*CXCL16.m,0
Af*Ser+GLNonUnif*MMP.3.m,0
Af*Ser+GLNonUnif*TGFb1.m,0
Af*Ser+GLNonUnif*TIMP.2.m,0
Af*Ser+GLNonUnif*TRANCE.m,0
Af*Ser+GLNonUnif*VE.Cadherin.m,0
Af*Sal+GLNonUnif*Angiogenin.Saliva,0
Af*Sal+GLNonUnif*CXCL16.Saliva,0
Af*Sal+GLNonUnif*ENA.78.Saliva,0
Af*Sal+GLNonUnif*VE.Cadherin.Saliva,0
Af*Sal+GLNonUnif*VEGF.Saliva,0
Af*Af+shortRhighGLE*LongRhighGLE,0
Af*Ser+shortRhighGLE*Angiogenin.m,0
Af*Ser+shortRhighGLE*CXCL16.m,0
Af*Ser+shortRhighGLE*ENA.78.m,0
Af*Ser+shortRhighGLE*MMP.3.m,0
Af*Ser+shortRhighGLE*MMP.7.m,0
Af*Ser+shortRhighGLE*PAI.m,0
Af*Ser+shortRhighGLE*VE.Cadherin.m,0
Af*Sal+shortRhighGLE*CXCL16.Saliva,0
Af*Sal+shortRhighGLE*ENA.78.Saliva,0
Af*Sal+shortRhighGLE*PAI.Saliva,0
Af*Sal+shortRhighGLE*TGFb1.Saliva,0
Af*Sal+shortRhighGLE*TIMP.Saliva,0
Af*Sal+shortRhighGLE*VEGF.Saliva,0
Af*Af+longRlowGLE*LongRhighGLE,0
Af*Ser+longRlowGLE*BDNF.m,0
Af*Ser+longRlowGLE*MMP.3.m,0
Af*Ser+longRlowGLE*PAI.m,0
Af*Ser+longRlowGLE*TIMP.2.m,0
Af*Ser+longRlowGLE*VE.Cadherin.m,0
Af*Sal+longRlowGLE*CXCL16.Saliva,0
Af*Sal+longRlowGLE*ENA.78.Saliva,0
Af*Sal+longRlowGLE*PAI.Saliva,0
Af*Sal+longRlowGLE*TIMP.Saliva,0
Af*Sal+longRlowGLE*VEGF.Saliva,0
Af*JS+longRlowGLE*JS,0
Af*Af+LongRhighGLE*TbN,0
Af*Ser+LongRhighGLE*Angiogenin.m,0
Af*Ser+LongRhighGLE*CXCL16.m,0
Af*Ser+LongRhighGLE*ENA.78.m,0
Af*Ser+LongRhighGLE*MMP.3.m,0
Af*Ser+LongRhighGLE*MMP.7.m,0
Af*Ser+LongRhighGLE*OPG.m,0
Af*Ser+LongRhighGLE*PAI.m,0
Af*Ser+LongRhighGLE*TGFb1.m,0
Af*Ser+LongRhighGLE*TIMP.2.m,0
Af*Ser+LongRhighGLE*VE.Cadherin.m,0
Af*Ser+LongRhighGLE*VEGF.m,0
Af*Sal+LongRhighGLE*Angiogenin.Saliva,0
Af*Sal+LongRhighGLE*CXCL16.Saliva,0
Af*Sal+LongRhighGLE*ENA.78.Saliva,0
Af*Sal+LongRhighGLE*TGFb1.Saliva,0
Af*Sal+LongRhighGLE*TIMP.Saliva,0
Af*Sal+LongRhighGLE*VE.Cadherin.Saliva,0
Af*Sal+LongRhighGLE*VEGF.Saliva,0
Af*Ser+TbSp*PAI.m,0
Af*Sal+TbSp*TIMP.Saliva,0
Af*Ser+TbN*ENA.78.m,0
Af*Ser+TbN*MMP.3.m,0
Af*Ser+TbN*MMP.7.m,0
Af*Ser+TbN*PAI.m,0
Af*Ser+TbN*VE.Cadherin.m,0
Af*Ser+TbN*VEGF.m,0
Af*Sal+TbN*Angiogenin.Saliva,0
Af*Sal+TbN*CXCL16.Saliva,0
Af*Sal+TbN*ENA.78.Saliva,0
Af*Sal+TbN*PAI.Saliva,0
Af*Sal+TbN*VEGF.Saliva,0
Ser*Ser+Angiogenin.m*MMP.3.m,0
Ser*Ser+Angiogenin.m*OPG.m,0
Ser*Ser+Angiogenin.m*PAI.m,0
Ser*Ser+Angiogenin.m*TIMP.2.m,0
Ser*Ser+Angiogenin.m*TRANCE.m,0
Ser*Sal+Angiogenin.m*Angiogenin.Saliva,0
Ser*Sal+Angiogenin.m*CXCL16.Saliva,0
Ser*Sal+Angiogenin.m*ENA.78.Saliva,0
Ser*Sal+Angiogenin.m*VEGF.Saliva,0
Ser*Ser+BDNF.m*MMP.3.m,0
Ser*Ser+BDNF.m*OPG.m,0
Ser*Ser+BDNF.m*TGFb1.m,0
Ser*Ser+BDNF.m*VE.Cadherin.m,0
Ser*Ser+BDNF.m*VEGF.m,0
Ser*Sal+BDNF.m*CXCL16.Saliva,0
Ser*Sal+BDNF.m*TIMP.Saliva,0
Ser*Sal+BDNF.m*VEGF.Saliva,0
Ser*JS+BDNF.m*JS,0
Ser*Ser+CXCL16.m*ENA.78.m,0
Ser*Ser+CXCL16.m*MMP.3.m,0
Ser*Ser+CXCL16.m*PAI.m,0
Ser*Ser+CXCL16.m*TGFb1.m,0
Ser*Ser+CXCL16.m*TIMP.2.m,0
Ser*Ser+CXCL16.m*VE.Cadherin.m,0
Ser*Ser+CXCL16.m*VEGF.m,0
Ser*Sal+CXCL16.m*Angiogenin.Saliva,0
Ser*Sal+CXCL16.m*CXCL16.Saliva,0
Ser*Sal+CXCL16.m*ENA.78.Saliva,0
Ser*Sal+CXCL16.m*TIMP.Saliva,0
Ser*Sal+CXCL16.m*VEGF.Saliva,0
Ser*JS+CXCL16.m*JS,0
Ser*Ser+ENA.78.m*MMP.3.m,0
Ser*Ser+ENA.78.m*OPG.m,0
Ser*Ser+ENA.78.m*PAI.m,0
Ser*Ser+ENA.78.m*TGFb1.m,0
Ser*Ser+ENA.78.m*VE.Cadherin.m,0
Ser*Ser+ENA.78.m*VEGF.m,0
Ser*Sal+ENA.78.m*Angiogenin.Saliva,0
Ser*Sal+ENA.78.m*CXCL16.Saliva,0
Ser*Sal+ENA.78.m*ENA.78.Saliva,0
Ser*JS+ENA.78.m*JS,0
Ser*Ser+MMP.3.m*OPG.m,0
Ser*Ser+MMP.3.m*TGFb1.m,0
Ser*Ser+MMP.3.m*TIMP.2.m,0
Ser*Ser+MMP.3.m*VE.Cadherin.m,0
Ser*Sal+MMP.3.m*Angiogenin.Saliva,0
Ser*Sal+MMP.3.m*CXCL16.Saliva,0
Ser*Sal+MMP.3.m*ENA.78.Saliva,0
Ser*Sal+MMP.3.m*PAI.Saliva,0
Ser*Sal+MMP.3.m*TGFb1.Saliva,0
Ser*Sal+MMP.3.m*VE.Cadherin.Saliva,0
Ser*Sal+MMP.3.m*VEGF.Saliva,0
Ser*Ser+MMP.7.m*OPG.m,0
Ser*Ser+MMP.7.m*PAI.m,0
Ser*Ser+MMP.7.m*TGFb1.m,0
Ser*Ser+MMP.7.m*VE.Cadherin.m,0
Ser*Ser+MMP.7.m*VEGF.m,0
Ser*Sal+MMP.7.m*CXCL16.Saliva,0
Ser*Sal+MMP.7.m*TIMP.Saliva,0
Ser*Sal+MMP.7.m*VE.Cadherin.Saliva,0
Ser*Sal+MMP.7.m*VEGF.Saliva,0
Ser*Ser+OPG.m*PAI.m,0
Ser*Ser+OPG.m*TIMP.2.m,0
Ser*Ser+OPG.m*VE.Cadherin.m,0
Ser*Ser+OPG.m*VEGF.m,0
Ser*Sal+OPG.m*TGFb1.Saliva,0
Ser*Sal+OPG.m*TIMP.Saliva,0
Ser*Sal+OPG.m*VE.Cadherin.Saliva,0
Ser*Sal+OPG.m*VEGF.Saliva,0
Ser*JS+OPG.m*JS,0
Ser*Ser+PAI.m*TGFb1.m,0
Ser*Ser+PAI.m*TIMP.2.m,0
Ser*Ser+PAI.m*TRANCE.m,0
Ser*Ser+PAI.m*VE.Cadherin.m,0
Ser*Ser+PAI.m*VEGF.m,0
Ser*Sal+PAI.m*Angiogenin.Saliva,0
Ser*Sal+PAI.m*CXCL16.Saliva,0
Ser*Sal+PAI.m*ENA.78.Saliva,0
Ser*Sal+PAI.m*TIMP.Saliva,0
Ser*JS+PAI.m*JS,0
Ser*Ser+TGFb1.m*TIMP.2.m,0
Ser*Ser+TGFb1.m*TRANCE.m,0
Ser*Ser+TGFb1.m*VE.Cadherin.m,0
Ser*Sal+TGFb1.m*CXCL16.Saliva,0
Ser*Sal+TGFb1.m*VEGF.Saliva,0
Ser*JS+TGFb1.m*JS,0
Ser*Ser+TIMP.2.m*VE.Cadherin.m,0
Ser*Ser+TIMP.2.m*VEGF.m,0
Ser*Sal+TIMP.2.m*CXCL16.Saliva,0
Ser*Sal+TIMP.2.m*ENA.78.Saliva,0
Ser*Sal+TIMP.2.m*TIMP.Saliva,0
Ser*JS+TIMP.2.m*JS,0
Ser*Sal+TRANCE.m*ENA.78.Saliva,0
Ser*Sal+TRANCE.m*TGFb1.Saliva,0
Ser*Sal+TRANCE.m*TIMP.Saliva,0
Ser*Sal+TRANCE.m*VEGF.Saliva,0
Ser*JS+TRANCE.m*JS,0
Ser*Sal+VE.Cadherin.m*ENA.78.Saliva,0
Ser*Sal+VE.Cadherin.m*TGFb1.Saliva,0
Ser*Sal+VE.Cadherin.m*TIMP.Saliva,0
Ser*Sal+VE.Cadherin.m*VE.Cadherin.Saliva,0
Ser*Sal+VE.Cadherin.m*VEGF.Saliva,0
Ser*JS+VE.Cadherin.m*JS,0
Ser*Sal+VEGF.m*CXCL16.Saliva,0
Ser*Sal+VEGF.m*ENA.78.Saliva,0
Ser*Sal+VEGF.m*VE.Cadherin.Saliva,0
Ser*JS+VEGF.m*JS,0
Sal*Sal+Angiogenin.Saliva*CXCL16.Saliva,0
Sal*Sal+Angiogenin.Saliva*TGFb1.Saliva,0
Sal*Sal+Angiogenin.Saliva*TIMP.Saliva,0
Sal*Sal+Angiogenin.Saliva*VE.Cadherin.Saliva,0
Sal*Sal+CXCL16.Saliva*TGFb1.Saliva,0
Sal*Sal+CXCL16.Saliva*VEGF.Saliva,0
Sal*Sal+ENA.78.Saliva*PAI.Saliva,0
Sal*Sal+ENA.78.Saliva*TGFb1.Saliva,0
Sal*Sal+ENA.78.Saliva*VEGF.Saliva,0
Sal*Sal+PAI.Saliva*TIMP.Saliva,0
Sal*Sal+TGFb1.Saliva*TIMP.Saliva,0
Sal*Sal+TGFb1.Saliva*VE.Cadherin.Saliva,0
Sal*Sal+TGFb1.Saliva*VEGF.Saliva,0
Sal*JS+TGFb1.Saliva*JS,0
Sal*Sal+TIMP.Saliva*VE.Cadherin.Saliva,0
Sal*JS+TIMP.Saliva*JS,0
Sal*JS+VEGF.Saliva*JS,0
